Family,Model,Verb,Command,Description,SCPI,SCPI (short),Arguments,Arg kind,Arg values,Instance params,Group,Subsystem,Returns,Return type,Return unit,Return fields,SCPI statements,Unverified,File
Power,66101A,DO,Do_List_Step,Do list step,LIST:STEP,,,,,,,LIST,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_List_Voltage,Do list voltage,LIST:VOLT,,,,,,,LIST,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Opc,Do opc,*OPC,,,,,,,Common,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Output_Dfi,Do output dfi,OUTP:DFI,,,,,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Output_Protection,Do output protection,OUTP:PROT,,,,,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Output_Protection_Clear,"OUTP:PROT:DEL Sets the delay time between the programming of an output change that produces a CV, CC, or UNREG condition and the recording of that condition by the Status Operation Condition register",OUTP:PROT:CLE,,,,,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Output_Ttltrg,Do output ttltrg,OUTP:TTLT,,,,,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Protection_Clear,The Effect of Optional Headers,PROTECTION:CLEAR,PROT:CLE,,,,,,PROTECTION,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Source_Current_Level,This command directly programs the immediate current level of the power module,SOURce:CURRent:LEVel,SOUR:CURR:LEV,,,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Source_Current_Level_Trigger,This command programs the pending triggered current level of the power module,SOURce:CURRent:LEVel:TRIGgered,SOUR:CURR:LEV:TRIG,,,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Source_Currlev_Trigger,RST Value _See Table 3-2_,SOURce:CURRent:LEVel:TRIGgered,SOUR:CURR:LEV:TRIG,,,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Source_List,Conventions,SOURce:LIST,SOUR:LIST,,,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Source_List_Current,This command specifies the output current points in a list,SOURce:LIST:CURRent,SOUR:LIST:CURR,,,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Source_List_Voltage,This command specifies the output voltage points in a list,SOURce:LIST:VOLTage,SOUR:LIST:VOLT,,,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Source_Voltage_Level,This command directly programs the immediate voltage level of the power module,SOURce:VOLTage:LEVel,SOUR:VOLT:LEV,,,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Source_Voltage_Level_Immediate_Amplitude,Do source voltage level immediate amplitude,SOUR:VOLT:LEV:IMM:AMPL,,,,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Source_Voltage_Level_Trigger,This command programs the pending triggered voltage level of the power module,SOURce:VOLTage:LEVel:TRIGgered,SOUR:VOLT:LEV:TRIG,,,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Source_Voltage_Protection,"- Status Reporting"")",SOURce:VOLTage:PROTection,SOUR:VOLT:PROT,,,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Source_Voltlev_Trigger,Do source voltlev trigger,SOURce:VOLTage:LEVel:TRIGgered,SOUR:VOLT:LEV:TRIG,,,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Status_Pre,Status Registers,STAT:PRE,,,,,,,STAT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Trigger_Immediate,Do trigger immediate,TRIG:IMM,,,,,,,TRIG,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Trigger_Start_Immediate,1. Initiate a pending level change as specified by CURR[:LEV]:TRIG or VOLT[:LEV]:TRIG,TRIGger:STARt:IMMediate,TRIG:STAR:IMM,,,,,,TRIG,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Ttltrg_Link,Do ttltrg link,TTLT:LINK,,,,,,,TTLT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Voltage_Immediate,Do voltage immediate,VOLT:IMM,,,,,,,VOLT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Voltage_Level,Do voltage level,VOLT:LEV,,,,,,,VOLT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Voltage_Level_Immediate,Do voltage level immediate,VOLT:LEV:IMM,,,,,,,VOLT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Voltage_Level_Trigger,Trigger Subsystem,VOLT:LEV:TRIG,,,,,,,VOLT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Voltage_List,SCPI Command Completion,VOLT:LIST,,,,,,,VOLT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Voltage_Mode,Do voltage mode,VOLT:MODE,,,,,,,VOLT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Voltage_Protection_Level,Do voltage protection level,VOLT:PROT:LEV,,,,,,,VOLT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Voltage_Tiug,Do voltage tiug,VOLT:TIUG,,,,,,,VOLT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Do_Wai,Do wai,*WAI,,,,,,,Common,,,,,1,yes,Power/66101A/commands.json
Power,66101A,DO,Output_OFF,Output OFF,INST:NSEL <chan>;OUTP OFF,,,,,chan,Output Control,OUTPut,,,,,2,,Power/66101A/commands.json
Power,66101A,DO,Output_ON,Output ON,INST:NSEL <chan>;OUTP ON,,,,,chan,Output Control,OUTPut,,,,,2,,Power/66101A/commands.json
Power,66101A,DO,S1_OFF,S1 OFF,INST:NSEL 1;OUTP OFF,,,,,,Individual Output Control,,,,,,2,,Power/66101A/commands.json
Power,66101A,DO,S1_ON,S1 ON,INST:NSEL 1;OUTP ON,,,,,,Individual Output Control,,,,,,2,,Power/66101A/commands.json
Power,66101A,DO,Select_Channel,Select Channel,INST:NSEL <chan>,,,,,chan,Channel Selection,INSTrument,,,,,1,,Power/66101A/commands.json
Power,66101A,DO,System_Reset,System Reset,*RST,,,,,,Common Commands,Common,,,,,1,,Power/66101A/commands.json
Power,66101A,DO,Trigger_Immediate,Trigger Immediate,*TRG,,,,,,Trigger System,TRIGger,,,,,1,,Power/66101A/commands.json
Power,66101A,NAB,Get_Calibrate_Status,RST Value OFF,CALibrate:STATe?,CAL:STAT?,,,,,,CAL,1,NR3,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Current_Trigger,Get current trigger,CURR:TRIG?,,,,,,,CURR,1,NR3,A,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Display_Window_Status,This command turns the power module optional front panel voltage and current displays on and off,DISPlay:WINDow:STAT?,DISP:WIND:STAT?,,,,,,DISP,1,NR3,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Ese,Get ese,*ESE?,,,,,,,Common,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Esr,Get esr,*ESR?,,,,,,,Common,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Idn,Get idn,*IDN?,,,,,,,Common,1,AARD,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Immediate_Amplitude,RST Value Table 3-2,:IMMediate:AMPlitude?,:IMM:AMP?,,,,,,IMM,1,,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Initiate_Continuous,Get initiate continuous,INITiate:CONTinuous?,INIT:CONT?,,,,,,INIT,1,NR3,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_List_Current_Points,Get list current points,LIST:CURR:POIN?,,,,,,,LIST,1,NR1,A,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_List_Dwel_Points,Get list dwel points,LIST:DWEL:POIN?,,,,,,,LIST,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_List_Voltage_Points,Get list voltage points,LIST:VOLT:POIN?,,,,,,,LIST,1,NR1,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Opc,Get opc,*OPC?,,,,,,,Common,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Opt,Get opt,*OPT?,,,,,,,Common,1,AARD,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Output_Dfi_Link,This command specifies which events within the power module are linked to DFI source events,OUTPut:DFI:LINK?,OUTP:DFI:LINK?,,,,,,OUTP,1,NR3,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Output_Dfi_Source,This command selects the source for DFI events,OUTPut:DFI:SOUR?,OUTP:DFI:SOUR?,,,,,,OUTP,1,NR3,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Output_Dfi_Status,This command enables or disables the discrete fault indicator (DFI) signal to the power module backplane,OUTPut:DFI:STATe?,OUTP:DFI:STAT?,,,,,,OUTP,1,NR3,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Output_Protection_Delay,Get output protection delay,OUTPut:PROTection:DELay?,OUTP:PROT:DEL?,,,,,,OUTP,1,NR3,s,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Output_Relay,Output Subsystem,OUTP:REL?,,,,,,,OUTP,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Output_Relay_Polarity,This command is valid only if the power module is configured for the optional relay connector,OUTPut:RELay:POLarity?,OUTP:REL:POL?,,,,,,OUTP,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Output_Relay_Status,This command is valid only if the power module is configured for the optional relay connector,OUTP:REL:STAT?,,,,,,,OUTP,1,BOOL,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Output_Status,"If the power module is configured to use the relay option, the command opens the relay contacts when the output is disabled and closes them when it is enabled",OUTPut:STATe?,OUTP:STAT?,,,,,,OUTP,1,NR3,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Output_Ttltrg_Link,Get output ttltrg link,OUTP:TTLT:LINK?,,,,,,,OUTP,1,BOOL,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Output_Ttltrg_Source,Get output ttltrg source,OUTP:TTLT:SOUR?,,,,,,,OUTP,1,CRD,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Output_Ttltrg_Status,"This command enables or disables the power module Trigger Out signal, which is available at a BNC connector on the rear of the mainframe",OUTP:TTLT:STAT?,,,,,,,OUTP,1,BOOL,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Psc,Get psc,*PSC?,,,,,,,Common,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Questionable_Event,Get questionable event,QUES:EVEN?,,,,,,,QUES,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_Current_Level_Immediate_Amplitude,Get source current level immediate amplitude,SOUR:CURR:LEV:IMM:AMPL?,,,,,,,SOUR,1,NR3,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_Current_Level_Trigger_Amplitude,Get source current level trigger amplitude,SOUR:CURR:LEV:TRIG:AMPL?,,,,,,,SOUR,1,NR3,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_Current_Mode,"LIST:CURR . If the LIST parameter is used, then the output current may be changed by the subsequent execution of a list",SOURce:CURRent:MODE?,SOUR:CURR:MODE?,,,,,,SOUR,1,NR3,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_Current_Protection_Status,This command enables or disables the power module overcurrent (OC) protection function,SOURce:CURRent:PROTection:STATe?,SOUR:CURR:PROT:STAT?,,,,,,SOUR,1,NR3,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_List_Count,This command sets the number of times that the list is executed before it is completed,SOURce:LIST:COUNt?,SOUR:LIST:COUN?,,,,,,SOUR,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_List_Current_Points,This query returns the number of points specified in LIST:CURR,SOURce:LIST:CURRent:POINts?,SOUR:LIST:CURR:POIN?,,,,,,SOUR,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_List_Dwel,"- If LIST:STEP ONCE has been programmed, the output remains at the present level until a trigger sequences the next point in the list",SOUR:LIST:DWEL?,,,,,,,SOUR,1,,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_List_Dwel_Points,Get source list dwel points,SOUR:LIST:DWEL:POIN?,,,,,,,SOUR,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_List_Dwfl_Points,This query returns the number of points specified in LIST:DWEL,SOURce:LIST:DWFL1:POINts?,SOUR:LIST:DWFL1:POIN?,,,,,,SOUR,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_List_Step,"In either mode, triggers that occur during a dwell interval are ignored",SOUR:LIST:STEP?,,,,,,,SOUR,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_List_Voltage_Points,This query returns the number of points specified in LIST:VOLT,SOURce:LIST:VOLTage:POINts?,SOUR:LIST:VOLT:POIN?,,,,,,SOUR,1,NR1,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_Voltage_Level_Trigger_Amplitude,Get source voltage level trigger amplitude,SOUR:VOLT:LEV:TRIG:AMPL?,,,,,,,SOUR,1,NR3,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_Voltage_Mode,"LIST:VOLT . If the LIST parameter is used, then the output voltage may be changed by the subsequent execution of a list",SOURce:VOLTage:MODE?,SOUR:VOLT:MODE?,,,,,,SOUR,1,CRD,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_Voltage_Protection_Level,Get source voltage protection level,SOUR:VOLT:PROT:LEV?,,,,,,,SOUR,1,NR3,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_Voltage_Sense,Get source voltage sense,SOUR:VOLT:SENS?,,,,,,,SOUR,1,NR3,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Source_Voltage_Sense_Source,This command reads the state of the power module output connector remote sense switch,SOURce:VOLTage:SENSe:SOURce?,SOUR:VOLT:SENS:SOUR?,,,,,,SOUR,1,CRD,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Souri_Voltage_Level_Immediate_Amplitude,Get souri voltage level immediate amplitude,SOURI:VOLT:LEV:IMM:AMPL?,SOUR:VOLT:LEV:IMM:AMPL?,,,,,,SOURI,1,NR3,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Sre,Get sre,*SRE?,,,,,,,Common,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Status_Operation,Register Commands,STAT:OPER?,,,,,,,STAT,1,CRD,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Status_Operation_Condition,This command returns the value of the Operation Condition register,STAT:OPER:COND?,,,,,,,STAT,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Status_Operation_Enable,This command and its query set and read the value of the Operation Enable register,STAT:OPER:ENAB?,,,,,,,STAT,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Status_Operation_Event,This query returns the value of the Operation Event register,STAT:OPER:EVEN?,,,,,,,STAT,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Status_Operation_Ntransition,corresponding Operation Event register,STAT:OPER:NTR?,,,,,,,STAT,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Status_Operation_Ptransition,corresponding Operation Event register,STAT:OPER:PTR?,,,,,,,STAT,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Status_Questionable,Register Commands,STAT:QUES?,,,,,,,STAT,1,,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Status_Questionable_Enable,This command sets or reads the value of the Questionable Enable register,STAT:QUES:ENAB?,,,,,,,STAT,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Status_Questionable_Event,This command returns the value of the Questionable Event register,STAT:QUES:EVEN?,,,,,,,STAT,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Status_Questionable_Ntransition,corresponding Questionable Event register,STATus:QUEStionable:NTRansition?,STAT:QUES:NTR?,,,,,,STAT,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Status_Questionable_Ptransition,Register Commands,STATus:QUEStionable:PTRansitiion?,STAT:QUES:PTR?,,,,,,STAT,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Stb,Get stb,*STB?,,,,,,,Common,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_System_Version,This query returns the SCPI version number to which the power module complies,SYST:VERS?,,,,,,,SYST,1,,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Trigger_Delay,Get trigger delay,TRIG:DEL?,,,,,,,TRIG,1,NR3,s,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Trigger_Link,Get trigger link,TRIG:LINK?,,,,,,,TRIG,1,BOOL,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Trigger_Source,Get trigger source,TRIG:SOUR?,,,,,,,TRIG,1,CRD,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Trigger_Start_Delay,This command sets the time delay between the detection of an event on the specified trigger source and the start of any corresponding trigger action on the power module’s output,TRIGger:STARt:DELay?,TRIG:STAR:DEL?,,,,,,TRIG,1,NR3,s,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Trigger_Start_Link,This command specifies which event conditions within the power module are linked to trigger source events when LINK is the parameter of the TRIG:SOUR command,TRIGger:STARt:LINK?,TRIG:STAR:LINK?,,,,,,TRIG,1,CRD,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Trigger_Start_Source,This command selects the power module input trigger source as follows,TRIGger:STARt:SOURce?,TRIG:STAR:SOUR?,,,,,,TRIG,1,CRD,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Tst,Get tst,*TST?,,,,,,,Common,1,NR1,,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Values,Get Values,INST:NSEL <chan>;MEAS:VOLT?;MEAS:CURR?,,,,,chan,Readback Queries,MEASure,2,NR3; NR3,V; A,voltage; current,3,,Power/66101A/commands.json
Power,66101A,NAB,Get_Voltage_Alc_Source,Get voltage alc source,VOLT:ALC:SOUR?,,,,,,,VOLT,1,CRD,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Voltage_Protection,Query Indicator,VOLT:PROT?,,,,,,,VOLT,1,NR3,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Voltage_Sense_Source,Get voltage sense source,VOLT:SENS:SOUR?,,,,,,,VOLT,1,CRD,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Get_Voltage_Trigger,Get voltage trigger,VOLT:TRIG?,,,,,,,VOLT,1,NR3,V,,1,yes,Power/66101A/commands.json
Power,66101A,NAB,Questionable_Condition,Questionable Condition,STAT:QUES:COND?,,,,,,Status Registers,STATus,1,NR1,,,1,,Power/66101A/commands.json
Power,66101A,NAB,Read_Error,Read Error,SYST:ERR?,,,,,,System Utilities,SYSTem,1,NR2,,,1,,Power/66101A/commands.json
Power,66101A,RIG,Set_Levels,Set Levels,INST:NSEL <chan>;VOLT <volt>;CURR <curr>,,volt; curr,unknown,,chan,Configuration,SOURce,,,,,3,,Power/66101A/commands.json
Power,66101A,RIG,Set_S1_Levels,Set S1 Levels,INST:NSEL 1;VOLT <volt>;CURR <curr>,,volt; curr,unknown,,,Configuration (Volts/Amps),,,,,,3,,Power/66101A/commands.json
Power,66101A,SET,Set_Calibrate_Status,RST Value OFF,CAL:STAT <value>,,value,bool,OFF; ON,,,CAL,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Current_Trigger,Set current trigger,CURR:TRIG <value>,,value,numeric,,,,CURR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Display_Window_Status,This command turns the power module optional front panel voltage and current displays on and off,DISP:WIND:STAT <value>,,value,bool,OFF; ON,,,DISP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Ese,Set ese,*ESE <value>,,value,integer,,,,Common,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Initiate_Continuous,Set initiate continuous,INIT:CONT <value>,,value,bool,OFF; ON,,,INIT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Output_Dfi_Link,This command specifies which events within the power module are linked to DFI source events,OUTP:DFI:LINK <value>,,value,bool,OFF; ON,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Output_Dfi_Source,This command selects the source for DFI events,OUTP:DFI:SOUR <value>,,value,enum,,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Output_Dfi_Status,This command enables or disables the discrete fault indicator (DFI) signal to the power module backplane,OUTP:DFI:STAT <value>,,value,bool,OFF; ON,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Output_Protection_Delay,Set output protection delay,OUTP:PROT:DEL <value>,,value,numeric,,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Output_Relay,Output Subsystem,OUTP:REL <value>,,value,unknown,,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Output_Relay_Polarity,This command is valid only if the power module is configured for the optional relay connector,OUTP:REL:POL <value>,,value,enum,,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Output_Relay_Status,This command is valid only if the power module is configured for the optional relay connector,OUTP:REL:STAT <value>,,value,bool,OFF; ON,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Output_Status,"If the power module is configured to use the relay option, the command opens the relay contacts when the output is disabled and closes them when it is enabled",OUTP:STAT <value>,,value,bool,OFF; ON,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Output_Ttltrg_Link,Set output ttltrg link,OUTP:TTLT:LINK <value>,,value,bool,OFF; ON,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Output_Ttltrg_Source,Set output ttltrg source,OUTP:TTLT:SOUR <value>,,value,enum,,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Output_Ttltrg_Status,"This command enables or disables the power module Trigger Out signal, which is available at a BNC connector on the rear of the mainframe",OUTP:TTLT:STAT <value>,,value,bool,OFF; ON,,,OUTP,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Psc,Set psc,*PSC <value>,,value,unknown,,,,Common,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Rcl,Set rcl,*RCL <value>,,value,unknown,,,,Common,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Sav,Set sav,*SAV <value>,,value,unknown,,,,Common,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Source_Current_Level_Immediate_Amplitude,Set source current level immediate amplitude,SOUR:CURR:LEV:IMM:AMPL <value>,,value,numeric,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Source_Current_Level_Trigger_Amplitude,Set source current level trigger amplitude,SOUR:CURR:LEV:TRIG:AMPL <value>,,value,numeric,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Source_Current_Mode,"LIST:CURR . If the LIST parameter is used, then the output current may be changed by the subsequent execution of a list",SOURce:CURRent:MODE <value>,SOUR:CURR:MODE <value>,value,enum,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Source_Current_Protection_Status,This command enables or disables the power module overcurrent (OC) protection function,SOURce:CURRent:PROTection:STATe <value>,SOUR:CURR:PROT:STAT <value>,value,bool,OFF; ON,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Source_List_Count,This command sets the number of times that the list is executed before it is completed,SOURce:LIST:COUNt <value>,SOUR:LIST:COUN <value>,value,integer,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Source_List_Dwel,"- If LIST:STEP ONCE has been programmed, the output remains at the present level until a trigger sequences the next point in the list",SOURce:LIST:DWEL<chan> <value>,SOUR:LIST:DWEL<chan> <value>,value,unknown,,chan,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Source_List_Step,"In either mode, triggers that occur during a dwell interval are ignored",SOUR:LIST:STEP <value>,,value,integer,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Source_Voltage_Level_Trigger_Amplitude,Set source voltage level trigger amplitude,SOUR:VOLT:LEV:TRIG:AMPL <value>,,value,numeric,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Source_Voltage_Mode,"LIST:VOLT . If the LIST parameter is used, then the output voltage may be changed by the subsequent execution of a list",SOURce:VOLTage:MODE <value>,SOUR:VOLT:MODE <value>,value,enum,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Source_Voltage_Protection_Level,Set source voltage protection level,SOUR:VOLT:PROT:LEV <value>,,value,numeric,,,,SOUR,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Sre,Set sre,*SRE <value>,,value,integer,,,,Common,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Status_Operation,Register Commands,STAT:OPER <value>,,value,enum,,,,STAT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Status_Operation_Enable,This command and its query set and read the value of the Operation Enable register,STAT:OPER:ENAB <value>,,value,integer,,,,STAT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Status_Operation_Event,This query returns the value of the Operation Event register,STAT:OPER:EVEN <value>,,value,integer,,,,STAT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Status_Operation_Ntransition,corresponding Operation Event register,STAT:OPER:NTR <value>,,value,integer,,,,STAT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Status_Operation_Ptransition,corresponding Operation Event register,STAT:OPER:PTR <value>,,value,integer,,,,STAT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Status_Questionable,Register Commands,STAT:QUES <value>,,value,unknown,,,,STAT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Status_Questionable_Enable,This command sets or reads the value of the Questionable Enable register,STAT:QUES:ENAB <value>,,value,integer,,,,STAT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Status_Questionable_Ntransition,corresponding Questionable Event register,STAT:QUES:NTR <value>,,value,integer,,,,STAT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Status_Questionable_Ptransition,Register Commands,STAT:QUES:PTR <value>,,value,integer,,,,STAT,,,,,1,yes,Power/66101A/commands.json
Power,66101A,SET,Set_Trigger_Delay,Set trigger delay,TRIG:DEL <value>,,value,numeric,,,,TRIG,,,,,1,yes,Power/66101A/commands.json
